213,,107471,교통비,2025-04-18
214,,41446,문화생활/여가,2025-06-04
215,,60077,교통비,2025-04-17
216,,126242,기타,2025-02-21
217,,76370,생필품,2025-07-10
218,,147567,의료/건강,2025-01-19
219,,62176,교통비,2025-05-06
220,,41456,교통비,2025-03-18
221,,58265,교통비,2025-03-11
222,,80244,식비,2025-06-21
223,,118748,식비,2025-07-14
224,,79666,교통비,2025-01-23
225,,81041,문화생활/여가,2025-03-19
226,,140019,문화생활/여가,2025-06-13
227,,56493,주거/공과금,2025-02-07
228,,130442,생필품,2025-01-29
229,,128631,주거/공과금,2025-01-26
230,,74672,생필품,2025-01-12
231,,26338,주거/공과금,2025-07-14
232,,12120,의료/건강,2025-04-06
233,,84941,주거/공과금,2025-01-06
234,,17267,문화생활/여가,2025-04-07
235,,129313,식비,2025-05-03
236,,106091,기타,2025-03-08
237,,95654,생필품,2025-01-03
238,,46273,패션/미용,2025-07-22
239,,121828,기타,2025-04-23
240,,114129,생필품,2025-05-01
241,,133829,주거/공과금,2025-05-31
242,,47188,기타,2025-03-13
243,,66979,문화생활/여가,2025-07-12
244,,83856,기타,2025-05-24
245,,116118,의료/건강,2025-06-13
246,,81848,생필품,2025-03-16
247,,114467,생필품,2025-06-17
248,,133677,패션/미용,2025-04-03
249,,33528,패션/미용,2025-03-21
250,,128154,생필품,2025-05-24
251,,133616,교통비,2025-04-27
252,,133679,기타,2025-07-06
253,,7648,주거/공과금,2025-05-01
254,,131624,문화생활/여가,2025-06-22
255,,147465,기타,2025-01-25
256,,108503,주거/공과금,2025-04-17
257,,62253,생필품,2025-05-24
258,,15170,의료/건강,2025-03-17
259,,10389,교통비,2025-07-24
260,,64219,의료/건강,2025-01-28
261,,137717,주거/공과금,2025-06-09
262,,125334,식비,2025-03-09
263,,34289,기타,2025-02-21
264,,3030,교통비,2025-03-22
265,,17802,생필품,2025-07-13
266,,54514,교통비,2025-02-09
267,,93891,패션/미용,2025-01-20
268,,125642,주거/공과금,2025-01-19
269,,72462,주거/공과금,2025-02-27
270,,73095,식비,2025-01-04
271,,67677,패션/미용,2025-02-08
272,,66885,의료/건강,2025-01-01
273,,79489,주거/공과금,2025-01-10
274,,76474,생필품,2025-01-04
275,,147760,주거/공과금,2025-06-17
276,,113819,식비,2025-05-19
277,,146990,패션/미용,2025-06-29
278,,111530,문화생활/여가,2025-04-09
279,,88878,생필품,2025-01-05
280,,104220,생필품,2025-04-10
281,,120658,문화생활/여가,2025-02-23
282,,120552,문화생활/여가,2025-03-22
283,,104588,교통비,2025-06-10
284,,52534,주거/공과금,2025-05-23
285,,132082,의료/건강,2025-01-10
286,,59616,주거/공과금,2025-04-26
287,,102499,문화생활/여가,2025-06-05
288,,107703,기타,2025-06-04
289,,117972,주거/공과금,2025-04-25
290,,19586,기타,2025-01-18
291,,62196,문화생활/여가,2025-07-13
292,,25341,의료/건강,2025-01-30
293,,10209,교통비,2025-02-20
294,,106985,기타,2025-02-15
295,,128723,교통비,2025-07-10
296,,108583,문화생활/여가,2025-02-10
297,,6373,교통비,2025-07-02
298,,72134,주거/공과금,2025-07-07
299,,36709,생필품,2025-01-10
300,,138077,의료/건강,2025-04-13
301,,82878,생필품,2025-06-29
302,,126993,주거/공과금,2025-01-30
303,,39865,패션/미용,2025-03-19
304,,65821,의료/건강,2025-05-28
305,,8453,기타,2025-05-08
306,,135263,기타,2025-07-28
307,,2677,식비,2025-05-22
308,,38926,교통비,2025-07-06
309,,64017,문화생활/여가,2025-05-28
310,,98457,생필품,2025-05-30
311,,138009,의료/건강,2025-07-19
312,,44618,주거/공과금,2025-04-03
313,,138660,패션/미용,2025-06-01
314,,90492,생필품,2025-02-11
315,,28470,교통비,2025-07-18
316,,108788,기타,2025-03-19
317,,131594,패션/미용,2025-04-21
318,,12882,기타,2025-03-24
319,,59673,패션/미용,2025-03-07
320,,25602,문화생활/여가,2025-03-16
321,,96539,패션/미용,2025-01-05
322,,48198,의료/건강,2025-05-30
323,,107778,문화생활/여가,2025-01-16
324,,113262,기타,2025-05-06
325,,112320,의료/건강,2025-02-13
326,,127369,의료/건강,2025-05-22
327,,98714,식비,2025-04-09
328,,146704,주거/공과금,2025-01-02
329,,97296,식비,2025-01-20
330,,116643,기타,2025-07-11
331,,55481,주거/공과금,2025-05-30
332,,25590,의료/건강,2025-02-16
333,,130712,생필품,2025-07-02
334,,111152,생필품,2025-03-08
335,,12297,의료/건강,2025-04-02
336,,84660,주거/공과금,2025-06-02
337,,32701,식비,2025-07-24
338,,110961,주거/공과금,2025-02-11
339,,144755,생필품,2025-02-28
340,,59109,생필품,2025-06-14
341,,42650,교통비,2025-01-29
342,,16166,기타,2025-07-26
343,,149082,문화생활/여가,2025-06-02
344,,68849,문화생활/여가,2025-07-24
345,,123101,패션/미용,2025-04-18
346,,41884,식비,2025-03-02
347,,99004,주거/공과금,2025-07-27
348,,11567,주거/공과금,2025-01-19
349,,121136,식비,2025-01-13
350,,97766,생필품,2025-03-07
351,,103231,패션/미용,2025-06-15
352,,62201,문화생활/여가,2025-02-21
353,,39386,기타,2025-01-19
354,,41489,생필품,2025-01-31
355,,38747,생필품,2025-06-05
356,,136719,의료/건강,2025-07-05
357,,97297,식비,2025-07-13
358,,7221,교통비,2025-01-30
359,,124671,문화생활/여가,2025-05-02
360,,47686,기타,2025-02-14
361,,125818,문화생활/여가,2025-05-27
362,,118457,교통비,2025-04-29
363,,138318,패션/미용,2025-05-04
364,,15081,교통비,2025-02-02
365,,127982,의료/건강,2025-01-01
366,,33070,생필품,2025-07-19
367,,127530,패션/미용,2025-03-18
368,,103350,패션/미용,2025-05-05
369,,33634,문화생활/여가,2025-02-13
370,,45949,의료/건강,2025-01-16
371,,120956,식비,2025-01-30
372,,50770,생필품,2025-04-21
373,,26387,식비,2025-05-23
374,,63143,생필품,2025-02-11
375,,46110,생필품,2025-02-26
376,,126902,기타,2025-01-26
377,,2793,생필품,2025-06-09
378,,100078,주거/공과금,2025-05-17
379,,72245,생필품,2025-01-28
380,,41529,패션/미용,2025-02-24
381,,119232,문화생활/여가,2025-07-10
382,,62403,기타,2025-05-24
383,,6643,식비,2025-07-03
384,,48094,생필품,2025-03-16
385,,53303,식비,2025-07-07
386,,129187,식비,2025-07-01
387,,9163,기타,2025-03-13
388,,32686,식비,2025-02-15
389,,95630,주거/공과금,2025-03-13
390,,16497,기타,2025-04-15
391,,57470,생필품,2025-02-24
392,,146926,교통비,2025-03-05
393,,72789,생필품,2025-03-02
394,,34492,기타,2025-05-04
395,,111104,교통비,2025-06-25
396,,35858,문화생활/여가,2025-07-14
397,,87792,기타,2025-03-29
398,,148097,기타,2025-05-18
399,,46514,교통비,2025-03-04
400,,42203,생필품,2025-04-27
401,,121001,기타,2025-07-12
402,,77475,교통비,2025-02-15
403,,2523,패션/미용,2025-04-12
404,,16857,생필품,2025-01-26
405,,53245,주거/공과금,2025-06-13
406,,51361,교통비,2025-06-30
407,,26475,교통비,2025-05-18
408,,1388,교통비,2025-06-07
409,,53562,생필품,2025-01-09
410,,100933,식비,2025-01-04
411,,115002,문화생활/여가,2025-02-01
412,,146100,생필품,2025-05-12
413,,77985,생필품,2025-04-03
414,,26415,교통비,2025-02-07
415,,88475,생필품,2025-01-10
416,,78242,교통비,2025-03-30
417,,87956,기타,2025-02-15
418,,72382,의료/건강,2025-02-05
419,,64804,주거/공과금,2025-04-08
420,,35972,기타,2025-02-17
421,,91630,기타,2025-03-14
422,,131275,주거/공과금,2025-07-15
423,,65966,생필품,2025-07-28
424,,96829,식비,2025-05-10
425,,144247,의료/건강,2025-03-22
426,,138466,주거/공과금,2025-06-27
427,,5110,기타,2025-02-28
428,,126462,패션/미용,2025-05-08
429,,14752,패션/미용,2025-07-24
430,,131230,주거/공과금,2025-05-09
431,,121078,교통비,2025-04-11
432,,40684,의료/건강,2025-07-15
433,,76734,생필품,2025-03-27
434,,78778,식비,2025-07-26
435,,123330,식비,2025-03-21
436,,93665,문화생활/여가,2025-04-09
437,,80554,의료/건강,2025-04-18
438,,74608,패션/미용,2025-03-05
439,,43556,주거/공과금,2025-06-19
440,,49329,생필품,2025-04-06
441,,93542,기타,2025-03-27
442,,105337,의료/건강,2025-02-27
443,,17626,주거/공과금,2025-05-08
444,,47763,주거/공과금,2025-04-21
445,,107906,생필품,2025-07-04
446,,103644,생필품,2025-03-22
447,,82888,의료/건강,2025-07-02
448,,54963,교통비,2025-03-21
449,,5380,생필품,2025-02-08
450,,115680,생필품,2025-03-08
451,,101864,의료/건강,2025-01-22
452,,102566,주거/공과금,2025-01-06
453,,68541,문화생활/여가,2025-05-29
454,,1663,문화생활/여가,2025-06-04
455,,1780,패션/미용,2025-07-26
456,,65433,식비,2025-01-14
457,,119579,주거/공과금,2025-07-15
458,,6846,생필품,2025-05-03
459,,83029,기타,2025-03-19
460,,82988,식비,2025-05-11
461,,57373,주거/공과금,2025-07-01
462,,24545,기타,2025-03-24
463,,31280,생필품,2025-02-04
464,,141800,기타,2025-01-04
465,,146602,식비,2025-01-23
466,,1974,생필품,2025-06-17
467,,62173,패션/미용,2025-04-29
468,,18155,문화생활/여가,2025-06-11
469,,75399,식비,2025-06-13
470,,26823,패션/미용,2025-02-25
471,,116139,생필품,2025-05-09
472,,147856,식비,2025-03-28
473,,10675,패션/미용,2025-07-19
474,,28013,교통비,2025-03-26
475,,45364,의료/건강,2025-04-27
476,,39856,문화생활/여가,2025-04-14
477,,15637,생필품,2025-01-30
478,,96773,교통비,2025-04-22
479,,80794,교통비,2025-04-23
480,,86950,생필품,2025-03-03
481,,50846,교통비,2025-06-23
482,,33870,생필품,2025-01-27
483,,46821,문화생활/여가,2025-04-27
484,,21094,생필품,2025-06-01
485,,96363,주거/공과금,2025-04-19
486,,136462,주거/공과금,2025-03-10
487,,51264,문화생활/여가,2025-03-12
488,,134891,의료/건강,2025-03-26
489,,59201,문화생활/여가,2025-01-31
490,,11764,패션/미용,2025-06-20
491,,134312,의료/건강,2025-07-09
492,,139456,식비,2025-07-09
493,,30117,기타,2025-02-04
494,,139427,문화생활/여가,2025-02-02
495,,21607,생필품,2025-07-09
496,,88535,의료/건강,2025-02-08
497,,64558,식비,2025-05-18
498,,130337,기타,2025-07-11
499,,3250,교통비,2025-01-09
500,,121706,식비,2025-06-23
501,,71264,패션/미용,2025-07-04
502,,143110,기타,2025-05-04
503,,67408,주거/공과금,2025-05-18
504,,75229,의료/건강,2025-03-05
505,,45588,기타,2025-05-05
506,,77651,의료/건강,2025-05-18
507,,27799,기타,2025-06-06
508,,100878,문화생활/여가,2025-04-21
509,,143157,패션/미용,2025-01-01
510,,122978,의료/건강,2025-06-22
511,,139723,주거/공과금,2025-07-02
512,,91185,주거/공과금,2025-02-13
513,,81098,의료/건강,2025-03-07
514,,130263,패션/미용,2025-03-20
515,,23720,주거/공과금,2025-01-10
516,,98879,교통비,2025-06-07
517,,102288,패션/미용,2025-06-06
518,,121176,기타,2025-01-23
519,,9236,교통비,2025-07-08
520,,73895,의료/건강,2025-04-01
521,,140616,식비,2025-07-29
522,,67300,식비,2025-01-12
523,,138335,기타,2025-05-10
524,,119854,주거/공과금,2025-02-18
525,,147017,교통비,2025-07-08
526,,7390,주거/공과금,2025-05-17
527,,44719,의료/건강,2025-04-22
528,,126184,교통비,2025-04-16
529,,122322,문화생활/여가,2025-07-30
530,,112409,문화생활/여가,2025-04-08
531,,149291,문화생활/여가,2025-03-31
532,,104821,문화생활/여가,2025-07-20
533,,41804,의료/건강,2025-06-14
534,,24287,교통비,2025-01-29
535,,25655,패션/미용,2025-02-01
536,,112301,기타,2025-01-12
537,,37515,기타,2025-04-12
538,,101229,패션/미용,2025-04-27
539,,6271,식비,2025-06-01
540,,138306,생필품,2025-07-17
541,,31046,주거/공과금,2025-02-06
542,,102348,교통비,2025-03-29
543,,83800,교통비,2025-02-18
544,,8500,의료/건강,2025-06-27
545,,1537,주거/공과금,2025-01-31
546,,69250,교통비,2025-03-12
547,,132231,문화생활/여가,2025-02-16
548,,130447,패션/미용,2025-05-03
549,,51453,패션/미용,2025-01-22
550,,77493,문화생활/여가,2025-02-06
551,,96099,패션/미용,2025-02-25
552,,148512,기타,2025-03-21
553,,128218,식비,2025-02-06
554,,123975,패션/미용,2025-06-12
555,,48999,생필품,2025-01-09
556,,136957,의료/건강,2025-03-23
557,,64516,생필품,2025-03-05
558,,116891,문화생활/여가,2025-05-10
559,,2300,생필품,2025-04-01
560,,13281,주거/공과금,2025-04-12
561,,83364,주거/공과금,2025-01-26
562,,6468,주거/공과금,2025-02-03
563,,80867,식비,2025-06-29
564,,71540,문화생활/여가,2025-05-12
565,,95131,의료/건강,2025-04-21
566,,18679,주거/공과금,2025-04-28
567,,76193,패션/미용,2025-02-06
568,,114857,교통비,2025-03-08
569,,28183,주거/공과금,2025-06-17
570,,98994,식비,2025-02-19
571,,122413,기타,2025-03-23
572,,123352,교통비,2025-01-07
573,,7689,문화생활/여가,2025-03-01
574,,4373,문화생활/여가,2025-03-29
575,,66711,식비,2025-04-09
576,,92688,교통비,2025-03-12
577,,52972,생필품,2025-03-01
578,,148876,교통비,2025-03-25
579,,149686,패션/미용,2025-04-22
580,,38207,패션/미용,2025-05-15
581,,43230,주거/공과금,2025-06-06
582,,18791,주거/공과금,2025-04-21
583,,100395,식비,2025-03-20
584,,38269,문화생활/여가,2025-04-11
585,,65747,식비,2025-02-16
586,,47015,교통비,2025-02-13
587,,92723,식비,2025-07-12
588,,50100,교통비,2025-02-20
589,,96657,교통비,2025-04-13
590,,6768,문화생활/여가,2025-06-19
591,,121121,식비,2025-07-14
592,,54667,주거/공과금,2025-07-26
593,,110548,의료/건강,2025-07-15
594,,22757,식비,2025-06-26
595,,18043,식비,2025-01-12
596,,9608,기타,2025-07-02
597,,27499,기타,2025-06-14
598,,94933,주거/공과금,2025-01-12
599,,125758,식비,2025-07-19
600,,23322,문화생활/여가,2025-03-25
601,,72695,식비,2025-05-17
602,,54284,주거/공과금,2025-02-01
603,,149670,생필품,2025-02-26
604,,62917,문화생활/여가,2025-04-29
605,,83283,교통비,2025-07-17
606,,47418,의료/건강,2025-07-02
607,,136642,의료/건강,2025-06-26
608,,118360,생필품,2025-01-01
609,,148374,교통비,2025-05-12
610,,135817,기타,2025-01-15
611,,32246,식비,2025-01-15
612,,74371,교통비,2025-06-16
613,,45364,식비,2025-06-25
614,,76143,패션/미용,2025-03-03
615,,48882,식비,2025-06-17
616,,115522,의료/건강,2025-01-06
617,,37320,패션/미용,2025-05-08
618,,118604,의료/건강,2025-07-13
619,,130124,의료/건강,2025-07-28
620,,136429,식비,2025-07-18
621,,110597,패션/미용,2025-01-02
622,,123790,주거/공과금,2025-07-07
623,,124838,문화생활/여가,2025-02-19
624,,5437,패션/미용,2025-03-23
625,,129787,식비,2025-04-01
626,,111140,주거/공과금,2025-03-05
627,,51086,교통비,2025-03-01
628,,28542,교통비,2025-06-18
629,,109474,의료/건강,2025-04-18
630,,791,주거/공과금,2025-06-17
631,,4349,주거/공과금,2025-07-25
632,,146302,패션/미용,2025-04-16
633,,49647,식비,2025-02-24
634,,51240,문화생활/여가,2025-06-17
635,,44716,교통비,2025-06-05
636,,29884,기타,2025-02-17
637,,53138,문화생활/여가,2025-06-04
638,,121881,의료/건강,2025-04-30
639,,38598,교통비,2025-03-13
640,,145892,문화생활/여가,2025-02-19
641,,12034,식비,2025-02-24
642,,140957,문화생활/여가,2025-01-31
643,,46961,문화생활/여가,2025-07-10
644,,15080,기타,2025-05-24
645,,50191,의료/건강,2025-07-22
646,,78335,교통비,2025-03-15
647,,132470,문화생활/여가,2025-06-19
648,,114723,문화생활/여가,2025-05-17
649,,143958,기타,2025-05-31
650,,6384,생필품,2025-01-28
651,,37936,의료/건강,2025-04-18
652,,138113,패션/미용,2025-02-22
653,,6002,생필품,2025-06-16
654,,83735,교통비,2025-04-22
655,,64098,기타,2025-05-02
656,,102309,식비,2025-07-16
657,,108072,의료/건강,2025-04-12
658,,43903,패션/미용,2025-05-18
659,,8039,주거/공과금,2025-02-18
660,,14775,식비,2025-02-19
661,,113741,기타,2025-06-06
662,,91586,생필품,2025-02-01
663,,30763,패션/미용,2025-05-14
664,,83669,생필품,2025-03-22
665,,90388,생필품,2025-01-24
666,,84701,의료/건강,2025-01-26
667,,131682,교통비,2025-07-03
668,,95890,문화생활/여가,2025-03-26
669,,97126,교통비,2025-01-21
670,,74042,기타,2025-03-31
671,,18896,의료/건강,2025-02-05
672,,112681,주거/공과금,2025-05-13
673,,145155,문화생활/여가,2025-07-15
674,,148631,교통비,2025-05-05
675,,4088,패션/미용,2025-05-18
676,,75281,교통비,2025-04-08
677,,81267,교통비,2025-05-22
678,,131367,교통비,2025-04-29
679,,138635,기타,2025-05-15
680,,49280,패션/미용,2025-07-05
681,,29030,패션/미용,2025-05-27
682,,86944,의료/건강,2025-03-06
683,,73860,문화생활/여가,2025-04-28
684,,62446,교통비,2025-01-21
685,,59470,문화생활/여가,2025-04-24
686,,144555,의료/건강,2025-06-23
687,,94964,생필품,2025-06-12
688,,105626,주거/공과금,2025-02-23
689,,49833,패션/미용,2025-02-10
690,,93642,의료/건강,2025-02-19
691,,82397,주거/공과금,2025-07-17
692,,14077,교통비,2025-04-16
693,,18097,의료/건강,2025-06-05
694,,60618,문화생활/여가,2025-05-04
695,,86918,주거/공과금,2025-01-31
696,,86065,의료/건강,2025-01-07
697,,69415,교통비,2025-04-25
698,,89861,기타,2025-03-06
699,,5240,패션/미용,2025-03-22
700,,115618,의료/건강,2025-02-02
701,,49864,식비,2025-06-22
702,,142453,식비,2025-02-14
703,,140743,의료/건강,2025-07-21
704,,2172,교통비,2025-05-28
705,,59638,생필품,2025-03-30
706,,98148,생필품,2025-04-21
707,,58236,주거/공과금,2025-05-14
708,,115415,문화생활/여가,2025-02-25
709,,49885,의료/건강,2025-03-10
710,,21831,주거/공과금,2025-06-06
711,,61947,식비,2025-06-07
712,,19616,의료/건강,2025-04-17
713,,56680,문화생활/여가,2025-01-13
714,,30037,주거/공과금,2025-02-28
715,,108240,의료/건강,2025-03-02
716,,3092,교통비,2025-07-24
717,,137925,주거/공과금,2025-05-17
718,,14524,의료/건강,2025-06-11
719,,140989,교통비,2025-06-30
720,,70598,문화생활/여가,2025-02-17
721,,68874,의료/건강,2025-02-28
722,,42069,생필품,2025-05-03
723,,116654,의료/건강,2025-07-19
724,,30536,교통비,2025-03-28
725,,65080,기타,2025-03-14
726,,57428,의료/건강,2025-05-18
727,,70885,문화생활/여가,2025-03-13
728,,66236,의료/건강,2025-04-27
729,,117137,문화생활/여가,2025-01-01
730,,3785,패션/미용,2025-04-05
731,,42567,기타,2025-01-30
732,,43711,주거/공과금,2025-04-07
733,,27217,생필품,2025-06-22
734,,5905,문화생활/여가,2025-07-23
735,,121217,주거/공과금,2025-01-13
736,,90682,문화생활/여가,2025-03-07
737,,8899,의료/건강,2025-05-24
738,,105761,교통비,2025-02-23
739,,60890,패션/미용,2025-02-12
740,,127071,문화생활/여가,2025-05-01
741,,135989,기타,2025-06-14
742,,96413,기타,2025-04-07
743,,65320,문화생활/여가,2025-05-24
744,,132322,패션/미용,2025-03-17
745,,2363,의료/건강,2025-03-20
746,,35513,기타,2025-06-26
747,,48016,문화생활/여가,2025-06-01
748,,122328,주거/공과금,2025-07-05
749,,21049,식비,2025-03-09
750,,103110,문화생활/여가,2025-03-29
751,,2942,생필품,2025-04-10
752,,127547,패션/미용,2025-03-23
753,,136366,식비,2025-01-25
754,,6756,문화생활/여가,2025-05-11
755,,90839,교통비,2025-03-17
756,,99020,문화생활/여가,2025-06-05
757,,140026,생필품,2025-07-13
758,,116295,생필품,2025-02-23
759,,22700,주거/공과금,2025-06-22
760,,22549,의료/건강,2025-03-23
761,,65642,식비,2025-05-28
762,,23148,문화생활/여가,2025-07-03
763,,50539,교통비,2025-07-22
764,,40055,문화생활/여가,2025-03-20
765,,29519,식비,2025-07-01
766,,95010,주거/공과금,2025-01-06
767,,53039,주거/공과금,2025-03-01
768,,8281,문화생활/여가,2025-01-24
769,,10021,기타,2025-04-03
