165,,출금,435064,문화생활/여가,2025-01-28
166,,입금,2255467,기타,2025-06-12
167,,출금,373769,의료/건강,2025-07-02
168,,입금,554574,기타,2025-06-13
169,,출금,450197,문화생활/여가,2025-07-18
170,,입금,691441,기타,2025-07-24
171,,입금,1638092,부수입,2025-01-23
172,,출금,144548,교통비,2025-06-19
173,,출금,318375,문화생활/여가,2025-06-27
174,,입금,1636364,월급,2025-01-22
175,,출금,490868,패션/미용,2025-07-25
176,,출금,270122,주거/공과금,2025-06-02
177,,출금,482338,주거/공과금,2025-01-18
178,,출금,322354,교통비,2025-01-20
179,,입금,2002903,기타,2025-05-10
180,,출금,104792,의료/건강,2025-04-03
181,,출금,303902,교통비,2025-03-04
182,,출금,23744,문화생활/여가,2025-03-20
183,,출금,223431,기타,2025-07-29
184,,입금,1151370,기타,2025-06-03
185,,출금,383405,식비,2025-05-21
186,,출금,459227,패션/미용,2025-05-06
187,,입금,401887,월급,2025-01-12
188,,입금,375601,기타,2025-03-15
189,,출금,311211,교통비,2025-04-06
190,,입금,895091,부수입,2025-07-09
191,,출금,335746,패션/미용,2025-03-26
192,,입금,727886,월급,2025-06-04
193,,출금,130466,생필품,2025-06-29
194,,입금,1706963,부수입,2025-04-13
195,,출금,193413,교통비,2025-01-08
196,,출금,39427,식비,2025-07-14
197,,출금,404380,주거/공과금,2025-07-01
198,,출금,207925,문화생활/여가,2025-02-28
199,,출금,36901,기타,2025-04-25
200,,출금,10943,의료/건강,2025-05-13
201,,출금,41363,기타,2025-06-19
202,,입금,2186757,기타,2025-04-23
203,,출금,451245,생필품,2025-01-30
204,,입금,2227605,부수입,2025-02-05
205,,출금,346039,식비,2025-04-14
206,,출금,240628,생필품,2025-01-16
207,,출금,170183,교통비,2025-07-08
208,,출금,79334,생필품,2025-01-19
209,,출금,443667,교통비,2025-07-01
210,,출금,288043,의료/건강,2025-02-24
211,,출금,257525,식비,2025-05-03
212,,출금,462993,교통비,2025-07-15
213,,출금,310804,식비,2025-06-06
214,,출금,398363,식비,2025-07-06
215,,입금,2282154,월급,2025-01-12
216,,출금,373042,교통비,2025-07-18
217,,출금,80730,주거/공과금,2025-02-19
218,,입금,87841,부수입,2025-02-09
219,,출금,173506,교통비,2025-03-13
220,,출금,261402,문화생활/여가,2025-03-09
221,,출금,58826,기타,2025-06-28
222,,출금,476257,생필품,2025-07-19
223,,입금,198162,부수입,2025-04-24
224,,출금,464498,교통비,2025-06-07
225,,출금,101053,의료/건강,2025-04-02
226,,출금,330428,식비,2025-07-20
227,,입금,510635,기타,2025-05-06
228,,출금,408020,문화생활/여가,2025-01-27
229,,출금,305106,식비,2025-02-06
230,,입금,2010976,기타,2025-01-25
231,,입금,1156444,월급,2025-05-17
232,,출금,114937,의료/건강,2025-03-02
233,,입금,1478744,월급,2025-03-19
234,,입금,224592,월급,2025-02-19
235,,출금,44021,문화생활/여가,2025-07-21
236,,출금,308524,기타,2025-05-20
237,,입금,1300178,기타,2025-05-13
238,,출금,74994,주거/공과금,2025-04-08
239,,입금,1031960,부수입,2025-06-25
240,,입금,2182527,기타,2025-04-22
241,,출금,85117,의료/건강,2025-03-31
242,,출금,265896,식비,2025-01-28
243,,출금,96225,기타,2025-01-11
244,,출금,241686,주거/공과금,2025-07-23
245,,출금,31913,식비,2025-02-06
246,,입금,508201,월급,2025-02-07
247,,출금,398623,의료/건강,2025-04-13
248,,출금,342104,생필품,2025-03-12
249,,출금,308480,패션/미용,2025-04-24
250,,출금,368947,주거/공과금,2025-06-07
251,,출금,190302,주거/공과금,2025-05-07
252,,출금,342676,문화생활/여가,2025-02-15
253,,출금,201436,의료/건강,2025-05-21
254,,출금,10930,식비,2025-02-25
255,,출금,158418,생필품,2025-01-25
256,,출금,53657,생필품,2025-05-01
257,,출금,338175,생필품,2025-02-19
258,,입금,423073,부수입,2025-01-19
259,,출금,141798,패션/미용,2025-04-08
260,,출금,328039,생필품,2025-06-22
261,,출금,252664,교통비,2025-04-08
262,,출금,142456,주거/공과금,2025-07-24
263,,출금,228289,교통비,2025-04-13
264,,출금,393145,식비,2025-01-15
265,,입금,91571,월급,2025-05-19
266,,출금,476361,문화생활/여가,2025-01-03
267,,입금,582983,월급,2025-01-19
268,,입금,1942536,월급,2025-06-06
269,,출금,372467,패션/미용,2025-01-26
270,,출금,71745,패션/미용,2025-05-17
271,,입금,1899492,기타,2025-07-17
272,,출금,34336,패션/미용,2025-02-15
273,,입금,311829,월급,2025-04-24
274,,출금,32855,식비,2025-01-05
275,,출금,276287,문화생활/여가,2025-07-30
276,,출금,141066,주거/공과금,2025-03-19
277,,출금,268621,의료/건강,2025-06-23
278,,출금,382170,기타,2025-06-10
279,,입금,777421,기타,2025-01-23
280,,출금,386871,의료/건강,2025-07-23
281,,출금,417703,생필품,2025-03-31
282,,입금,2047515,기타,2025-07-30
283,,출금,328232,패션/미용,2025-01-14
284,,입금,858707,부수입,2025-02-10
285,,출금,260255,기타,2025-07-02
286,,출금,384362,생필품,2025-07-12
287,,입금,2442398,부수입,2025-03-16
288,,입금,528992,부수입,2025-05-14
289,,출금,345900,의료/건강,2025-02-01
290,,출금,56520,교통비,2025-05-19
291,,입금,2067376,월급,2025-06-29
292,,입금,2292078,부수입,2025-06-05
293,,출금,302857,교통비,2025-05-27
294,,출금,119823,문화생활/여가,2025-03-19
295,,출금,480837,문화생활/여가,2025-06-16
296,,출금,361336,패션/미용,2025-02-13
297,,입금,1040210,부수입,2025-03-18
298,,출금,408026,식비,2025-06-29
299,,출금,452249,문화생활/여가,2025-04-18
300,,출금,332254,의료/건강,2025-01-17
301,,출금,231032,주거/공과금,2025-02-10
302,,출금,96973,기타,2025-07-07
303,,출금,37439,의료/건강,2025-03-23
304,,입금,1915211,부수입,2025-03-25
305,,출금,14973,기타,2025-02-07
306,,입금,2488097,부수입,2025-07-22
307,,출금,343919,주거/공과금,2025-05-20
308,,입금,2498099,부수입,2025-04-09
309,,입금,1873906,부수입,2025-01-02
310,,출금,111895,의료/건강,2025-02-21
311,,출금,316643,식비,2025-02-13
312,,출금,480126,기타,2025-02-25
313,,출금,141356,문화생활/여가,2025-04-28
314,,출금,39891,패션/미용,2025-04-21
315,,출금,379437,주거/공과금,2025-05-11
316,,출금,121721,식비,2025-06-12
317,,입금,389280,월급,2025-03-07
318,,출금,72818,교통비,2025-03-04
319,,입금,1792024,부수입,2025-07-08
320,,출금,496670,문화생활/여가,2025-05-14
321,,출금,77302,교통비,2025-01-02
322,,입금,557102,부수입,2025-06-13
323,,출금,11996,교통비,2025-05-31
324,,출금,214364,패션/미용,2025-01-27
325,,출금,463253,교통비,2025-04-20
326,,출금,92299,교통비,2025-05-18
327,,출금,138520,문화생활/여가,2025-07-09
328,,출금,129268,문화생활/여가,2025-02-15
329,,출금,418346,교통비,2025-02-22
330,,입금,413799,월급,2025-04-20
331,,출금,380516,문화생활/여가,2025-07-27
332,,출금,488663,패션/미용,2025-03-31
333,,출금,152867,식비,2025-01-25
334,,출금,78802,기타,2025-01-29
335,,입금,277935,부수입,2025-03-13
336,,입금,1722410,월급,2025-01-24
337,,입금,2234209,기타,2025-03-21
338,,출금,177360,기타,2025-04-24
339,,출금,476685,문화생활/여가,2025-02-04
340,,출금,58776,기타,2025-05-27
341,,출금,476331,식비,2025-01-16
342,,출금,267560,식비,2025-06-02
343,,출금,102075,의료/건강,2025-02-22
344,,입금,1563877,부수입,2025-03-28
345,,입금,2495475,부수입,2025-01-29
346,,입금,128089,기타,2025-07-02
347,,출금,304909,문화생활/여가,2025-02-28
348,,입금,1272232,월급,2025-07-26
349,,입금,2279712,부수입,2025-02-27
350,,입금,1740921,부수입,2025-06-25
351,,입금,2055834,부수입,2025-03-01
352,,출금,202990,의료/건강,2025-03-17
353,,출금,408862,교통비,2025-05-02
354,,출금,330527,식비,2025-01-23
355,,출금,168873,교통비,2025-05-10
356,,출금,160159,생필품,2025-05-17
357,,입금,1904993,부수입,2025-07-15
358,,입금,481392,부수입,2025-04-14
359,,출금,88460,교통비,2025-05-31
360,,출금,99133,식비,2025-05-16
361,,출금,217689,식비,2025-07-25
362,,출금,43755,식비,2025-04-27
363,,출금,75841,교통비,2025-06-13
364,,출금,306396,문화생활/여가,2025-03-12
365,,입금,1891461,기타,2025-01-18
366,,출금,236337,의료/건강,2025-03-18
367,,입금,2434676,기타,2025-03-14
368,,출금,111973,패션/미용,2025-03-13
369,,입금,2245739,부수입,2025-07-23
370,,출금,471999,기타,2025-02-17
371,,출금,384479,주거/공과금,2025-05-11
372,,입금,828362,부수입,2025-07-20
373,,출금,424473,의료/건강,2025-05-09
374,,입금,2318655,부수입,2025-07-24
375,,입금,2119353,부수입,2025-03-10
376,,출금,172434,주거/공과금,2025-07-14
377,,출금,135747,교통비,2025-07-11
378,,출금,363389,교통비,2025-03-13
379,,입금,264401,기타,2025-02-23
380,,출금,103867,교통비,2025-02-07
381,,출금,1710,패션/미용,2025-05-07
382,,입금,377156,기타,2025-06-30
383,,출금,101190,교통비,2025-06-07
384,,출금,199709,생필품,2025-03-24
385,,출금,181102,패션/미용,2025-02-24
386,,출금,204763,식비,2025-01-19
387,,출금,462413,교통비,2025-07-24
388,,입금,1981481,부수입,2025-06-04
389,,출금,443781,교통비,2025-05-14
390,,출금,394949,생필품,2025-07-27
391,,출금,339242,패션/미용,2025-01-22
392,,출금,489033,문화생활/여가,2025-01-10
393,,출금,30397,패션/미용,2025-05-09
394,,출금,37963,문화생활/여가,2025-07-02
395,,출금,432871,생필품,2025-02-16
396,,출금,73792,기타,2025-01-09
397,,출금,70337,문화생활/여가,2025-05-13
398,,출금,456829,문화생활/여가,2025-01-27
399,,출금,163443,기타,2025-04-17
400,,출금,149599,주거/공과금,2025-06-21
401,,출금,175203,기타,2025-06-17
402,,출금,107484,교통비,2025-01-05
403,,출금,274512,교통비,2025-03-28
404,,출금,167062,기타,2025-02-16
405,,입금,1380891,부수입,2025-02-14
406,,입금,1336465,부수입,2025-01-10
407,,출금,375096,생필품,2025-02-18
408,,출금,496985,패션/미용,2025-03-29
409,,출금,416260,패션/미용,2025-06-10
410,,출금,333728,생필품,2025-04-29
411,,입금,412218,기타,2025-01-01
412,,출금,408697,생필품,2025-04-20
413,,출금,398713,식비,2025-07-15
414,,출금,346660,교통비,2025-04-26
415,,출금,115044,생필품,2025-04-25
416,,출금,383526,문화생활/여가,2025-01-12
417,,입금,133984,부수입,2025-06-17
418,,출금,276398,식비,2025-01-04
419,,출금,341416,식비,2025-02-10
420,,입금,868782,부수입,2025-05-27
421,,입금,257359,부수입,2025-07-27
422,,입금,2472791,부수입,2025-05-02
423,,출금,374055,의료/건강,2025-07-11
424,,출금,230220,의료/건강,2025-01-20
425,,출금,397772,교통비,2025-03-14
426,,입금,735394,부수입,2025-01-28
427,,입금,1912926,월급,2025-06-19
428,,입금,217146,기타,2025-04-25
429,,입금,1778050,기타,2025-03-14
430,,출금,230767,기타,2025-03-28
431,,출금,453033,생필품,2025-03-17
432,,출금,342161,생필품,2025-02-26
433,,출금,111537,패션/미용,2025-01-08
434,,출금,162885,생필품,2025-01-11
435,,출금,299126,주거/공과금,2025-02-22
436,,출금,400007,문화생활/여가,2025-02-24
437,,입금,1563706,부수입,2025-05-19
438,,입금,528314,기타,2025-06-25
439,,출금,251281,교통비,2025-05-31
440,,출금,83998,교통비,2025-05-17
441,,입금,1616125,부수입,2025-02-23
442,,출금,210092,교통비,2025-05-21
443,,출금,31344,식비,2025-04-22
444,,입금,453459,월급,2025-03-11
445,,출금,16601,기타,2025-04-28
446,,출금,499606,생필품,2025-05-05
447,,입금,137920,기타,2025-03-08
448,,입금,2126601,월급,2025-05-28
449,,출금,34027,교통비,2025-07-14
450,,출금,429865,교통비,2025-06-01
451,,입금,2139687,월급,2025-07-04
452,,입금,145054,월급,2025-05-04
453,,입금,399058,월급,2025-03-23
454,,출금,296055,주거/공과금,2025-07-01
455,,입금,537175,월급,2025-03-02
456,,출금,74690,주거/공과금,2025-02-14
457,,출금,342918,주거/공과금,2025-07-16
458,,입금,1100178,월급,2025-01-22
459,,출금,233671,의료/건강,2025-04-05
460,,출금,120571,문화생활/여가,2025-03-27
461,,출금,298059,패션/미용,2025-02-23
462,,입금,158428,월급,2025-02-01
463,,입금,2383582,기타,2025-01-15
464,,출금,446585,기타,2025-07-25
465,,입금,459474,월급,2025-05-01
466,,출금,377938,패션/미용,2025-07-28
467,,입금,262556,월급,2025-06-14
468,,출금,241852,문화생활/여가,2025-04-19
469,,출금,264369,교통비,2025-05-11
470,,출금,366447,문화생활/여가,2025-01-26
471,,출금,157604,의료/건강,2025-07-29
472,,입금,1578947,월급,2025-07-28
473,,입금,2418508,월급,2025-06-08
474,,출금,444489,식비,2025-04-30
475,,출금,327049,기타,2025-07-22
476,,입금,2078329,기타,2025-05-01
477,,입금,2225823,부수입,2025-06-19
478,,출금,230693,의료/건강,2025-01-20
479,,입금,1729599,월급,2025-04-10
480,,입금,414892,기타,2025-05-17
481,,출금,461582,패션/미용,2025-01-25
482,,출금,485604,주거/공과금,2025-06-04
483,,입금,1715288,부수입,2025-01-22
484,,입금,1984652,기타,2025-03-01
485,,출금,270759,패션/미용,2025-06-19
486,,입금,358763,월급,2025-06-02
487,,출금,186620,패션/미용,2025-02-01
488,,출금,17652,문화생활/여가,2025-04-29
489,,입금,778572,부수입,2025-05-23
490,,출금,260506,생필품,2025-07-27
491,,출금,257118,의료/건강,2025-04-11
492,,출금,53128,교통비,2025-07-12
493,,출금,348491,의료/건강,2025-07-28
494,,입금,472373,월급,2025-04-25
495,,출금,351414,의료/건강,2025-01-30
496,,출금,269997,교통비,2025-05-21
497,,출금,302713,기타,2025-04-27
498,,출금,77351,식비,2025-06-06
499,,입금,1576346,부수입,2025-06-28
500,,입금,1805242,기타,2025-04-08
501,,입금,1040480,기타,2025-01-15
502,,출금,498512,교통비,2025-03-26
503,,출금,110285,식비,2025-07-05
504,,입금,1893177,기타,2025-04-26
505,,출금,69953,생필품,2025-05-07
506,,입금,602557,월급,2025-04-13
507,,출금,88076,생필품,2025-02-23
508,,출금,186119,패션/미용,2025-05-20
509,,출금,434864,의료/건강,2025-03-06
510,,출금,353778,의료/건강,2025-07-09
511,,입금,1802074,월급,2025-07-22
512,,출금,195358,의료/건강,2025-05-28
513,,출금,197161,의료/건강,2025-01-05
514,,출금,192776,생필품,2025-01-01
515,,출금,244123,주거/공과금,2025-02-14
516,,출금,359295,문화생활/여가,2025-07-24
517,,출금,387034,패션/미용,2025-06-01
518,,입금,2321377,기타,2025-06-04
519,,입금,1907506,기타,2025-03-10
520,,출금,84442,식비,2025-02-03
521,,출금,433936,생필품,2025-07-11
522,,출금,14841,기타,2025-05-28
523,,입금,716733,기타,2025-05-19
524,,입금,380940,부수입,2025-04-13
525,,입금,2037197,부수입,2025-01-28
526,,입금,936369,월급,2025-05-28
527,,출금,179453,생필품,2025-07-04
528,,출금,53062,의료/건강,2025-02-04
529,,출금,422461,패션/미용,2025-04-01
530,,출금,69129,교통비,2025-05-20
531,,입금,1813599,부수입,2025-06-20
532,,입금,965844,기타,2025-01-20
533,,입금,2046951,기타,2025-04-03
534,,입금,327205,월급,2025-04-12
535,,출금,266199,문화생활/여가,2025-01-14
536,,출금,59482,교통비,2025-03-12
537,,출금,433526,문화생활/여가,2025-01-04
538,,출금,375620,생필품,2025-03-17
539,,입금,1667056,부수입,2025-05-06
540,,출금,352904,패션/미용,2025-03-03
541,,출금,442114,기타,2025-05-17
542,,출금,28942,패션/미용,2025-03-28
543,,출금,413804,기타,2025-01-31
544,,출금,464043,기타,2025-04-06
545,,입금,787758,부수입,2025-07-21
546,,출금,205014,생필품,2025-01-25
547,,입금,1647304,부수입,2025-03-13
548,,출금,45264,패션/미용,2025-02-10
549,,출금,328018,기타,2025-06-28
550,,출금,54219,주거/공과금,2025-01-29
551,,출금,79397,교통비,2025-02-26
552,,출금,257438,생필품,2025-01-22
553,,출금,9400,주거/공과금,2025-03-07
554,,입금,2308533,기타,2025-06-19
555,,입금,143598,월급,2025-03-28
556,,입금,1265954,기타,2025-02-12
557,,출금,394228,주거/공과금,2025-03-28
558,,입금,1823867,기타,2025-02-09
559,,출금,155196,기타,2025-02-28
560,,출금,99064,식비,2025-07-01
561,,출금,61860,패션/미용,2025-03-02
562,,입금,832446,월급,2025-01-23
563,,출금,477915,의료/건강,2025-01-24
564,,출금,406347,식비,2025-04-14
565,,출금,120891,의료/건강,2025-02-01
566,,출금,466917,문화생활/여가,2025-01-05
567,,출금,146076,기타,2025-06-09
568,,출금,54656,의료/건강,2025-05-21
569,,입금,1273477,월급,2025-02-13
570,,출금,56884,식비,2025-06-26
571,,출금,347556,패션/미용,2025-01-14
572,,입금,411315,부수입,2025-01-10
573,,입금,760044,월급,2025-02-27
574,,입금,2067633,월급,2025-02-16
575,,출금,321124,패션/미용,2025-02-28
576,,출금,260801,패션/미용,2025-03-17
577,,출금,429644,문화생활/여가,2025-01-12
578,,출금,430791,문화생활/여가,2025-06-16
579,,출금,112957,식비,2025-05-01
580,,입금,1764557,월급,2025-07-30
581,,출금,209722,기타,2025-06-23
582,,출금,189135,문화생활/여가,2025-06-07
583,,입금,2397458,월급,2025-05-18
584,,입금,883938,부수입,2025-06-17
585,,입금,1852515,부수입,2025-04-10
586,,입금,1312695,월급,2025-03-18
587,,입금,2491841,월급,2025-01-02
588,,입금,1198531,기타,2025-04-27
589,,출금,468855,주거/공과금,2025-05-29
590,,입금,1820513,부수입,2025-07-02
591,,출금,60755,패션/미용,2025-05-15
592,,입금,2217823,월급,2025-01-09
593,,입금,178062,기타,2025-02-21
594,,입금,1503949,월급,2025-03-22
595,,입금,757199,월급,2025-01-23
596,,입금,2294159,월급,2025-02-06
597,,출금,79867,문화생활/여가,2025-05-09
598,,입금,2353524,기타,2025-02-27
599,,출금,122260,기타,2025-07-07
600,,입금,1174374,기타,2025-03-26
601,,출금,74257,주거/공과금,2025-05-05
602,,출금,110769,의료/건강,2025-07-09
603,,출금,455697,패션/미용,2025-01-24
604,,입금,1341852,부수입,2025-02-05
605,,출금,380058,문화생활/여가,2025-05-23
606,,출금,139110,기타,2025-02-08
607,,출금,37396,문화생활/여가,2025-03-19
608,,출금,183514,생필품,2025-06-28
609,,입금,426321,부수입,2025-05-31
610,,출금,84028,문화생활/여가,2025-06-30
611,,출금,344261,패션/미용,2025-04-10
612,,출금,401944,생필품,2025-06-17
613,,출금,200489,문화생활/여가,2025-01-07
614,,출금,164288,교통비,2025-03-16
615,,입금,1454373,부수입,2025-06-14
616,,출금,179820,주거/공과금,2025-06-13
617,,출금,16782,패션/미용,2025-06-18
618,,출금,415988,패션/미용,2025-02-07
619,,입금,1495687,부수입,2025-02-20
620,,입금,1355532,부수입,2025-05-14
621,,출금,180158,의료/건강,2025-03-13
622,,출금,101225,기타,2025-01-29
623,,출금,447446,의료/건강,2025-01-12
624,,출금,485256,식비,2025-06-30
625,,입금,387417,월급,2025-04-10
626,,입금,1426695,기타,2025-01-08
627,,입금,522668,기타,2025-02-14
628,,출금,88190,의료/건강,2025-06-07
629,,입금,281399,부수입,2025-01-08
630,,출금,474450,패션/미용,2025-01-26
631,,출금,43113,교통비,2025-02-15
632,,출금,131528,생필품,2025-06-05
633,,입금,517674,월급,2025-06-09
634,,출금,99775,의료/건강,2025-07-17
635,,출금,406576,생필품,2025-04-09
636,,출금,73132,문화생활/여가,2025-03-25
637,,입금,946413,기타,2025-02-05
638,,출금,490040,주거/공과금,2025-05-08
639,,입금,2436718,월급,2025-04-10
640,,출금,373008,기타,2025-02-22
641,,출금,392083,문화생활/여가,2025-03-02
642,,출금,497415,교통비,2025-05-17
643,,출금,451691,생필품,2025-03-13
644,,출금,331185,주거/공과금,2025-06-01
645,,출금,226347,교통비,2025-04-12
646,,출금,417634,생필품,2025-01-07
647,,입금,1862352,기타,2025-03-24
648,,출금,38560,기타,2025-05-18
649,,출금,189531,식비,2025-05-06
650,,출금,217685,문화생활/여가,2025-03-30
651,,출금,416084,교통비,2025-03-22
652,,출금,322551,패션/미용,2025-02-20
653,,출금,67279,식비,2025-03-19
654,,입금,2426683,부수입,2025-01-22
655,,출금,177118,문화생활/여가,2025-06-13
656,,출금,308397,생필품,2025-06-07
657,,출금,154980,교통비,2025-04-05
658,,입금,1043515,기타,2025-07-02
659,,출금,219428,교통비,2025-02-02
660,,출금,133925,기타,2025-05-04
661,,출금,376557,생필품,2025-06-05
662,,출금,425913,패션/미용,2025-06-28
663,,출금,287954,교통비,2025-03-16
664,,출금,118024,주거/공과금,2025-03-24
665,,출금,367447,생필품,2025-07-12
666,,출금,43302,의료/건강,2025-05-04
667,,입금,1113756,월급,2025-05-23
668,,출금,331484,식비,2025-02-05
669,,입금,1644627,월급,2025-05-13
670,,출금,434843,의료/건강,2025-01-01
671,,입금,228328,기타,2025-07-16
672,,입금,588677,부수입,2025-02-21
673,,출금,111746,문화생활/여가,2025-03-07
674,,입금,387543,월급,2025-01-06
675,,출금,209180,주거/공과금,2025-07-30
676,,출금,253185,식비,2025-01-09
677,,출금,441839,기타,2025-06-18
